Uniprot ID	Gene	UniprotKB Keywords ID	UniprotKB Keywords Name	GO Keywords ID	GO Keywords Name
A2RI47	thiT			GO:0015234	thiamine transmembrane transporter activity
P75906	pgaB	KW-0378	Hydrolase	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
Q8DP63	pgdA	KW-0378	Hydrolase	GO:0016810|GO:0046872	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|metal ion binding
P24740	gag-pol	KW-0064|KW-0238|KW-0239|KW-0255|KW-0378|KW-0511|KW-0540|KW-0548|KW-0645|KW-0694|KW-0695|KW-0808|KW-0543	Aspartyl protease|DNA-binding|DNA-directed DNA polymerase|Endonuclease|Hydrolase|Multifunctional enzyme|Nuclease|Nucleotidyltransferase|Protease|RNA-binding|RNA-directed DNA polymerase|Transferase|Viral nucleoprotein	GO:0004190|GO:0003677|GO:0003887|GO:0004533|GO:0008289|GO:0003723|GO:0003964|GO:0004523|GO:0005198|GO:0008270	aspartic-type endopeptidase activity|DNA binding|DNA-directed DNA polymerase activity|exoribonuclease H activity|lipid binding|RNA binding|RNA-directed DNA polymerase activity|RNA-DNA hybrid ribonuclease activity|structural molecule activity|zinc ion binding
P11150	LIPC	KW-0358|KW-0378	Heparin-binding|Hydrolase	GO:0034185|GO:0008201|GO:0030169|GO:0004620|GO:0004806	apolipoprotein binding|heparin binding|low-density lipoprotein particle binding|phospholipase activity|triglyceride lipase activity
Q7Z2W7	TRPM8	KW-0407	Ion channel	GO:0005262|GO:0042803	calcium channel activity|protein homodimerization activity
Q12913	PTPRJ	KW-0378|KW-0904	Hydrolase|Protein phosphatase	GO:0008013|GO:0070097|GO:0045295|GO:0051019|GO:0016791|GO:0005161|GO:0019901|GO:0004725	beta-catenin binding|delta-catenin binding|gamma-catenin binding|mitogen-activated protein kinase binding|phosphatase activity|platelet-derived growth factor receptor binding|protein kinase binding|protein tyrosine phosphatase activity
O00255	MEN1	KW-0156|KW-0238|KW-0678	Chromatin regulator|DNA-binding|Repressor	GO:0003682|GO:0003690|GO:0000400|GO:0030674|GO:0047485|GO:0070412|GO:0044212|GO:0000403	chromatin binding|double-stranded DNA binding|four-way junction DNA binding|protein binding, bridging|protein N-terminus binding|R-SMAD binding|transcription regulatory region DNA binding|Y-form DNA binding
Q8XB35	deoA	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0004645|GO:0016154|GO:0009032	phosphorylase activity|pyrimidine-nucleoside phosphorylase activity|thymidine phosphorylase activity
P29465	CHS3	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0004100	chitin synthase activity
P0AD64	bla	KW-0378	Hydrolase	GO:0008800	beta-lactamase activity
P11444	mdlA	KW-0413	Isomerase	GO:0018838|GO:0046872	mandelate racemase activity|metal ion binding
O34453	nos	KW-0560	Oxidoreductase	GO:0020037|GO:0046872|GO:0004517	heme binding|metal ion binding|nitric-oxide synthase activity
P0C0J0	speB	KW-0378|KW-0645|KW-0788|KW-0800	Hydrolase|Protease|Thiol protease|Toxin	GO:0008234|GO:0090729	cysteine-type peptidase activity|toxin activity
Q48935	aphA	KW-0378	Hydrolase	GO:0047609|GO:0047611|GO:0046872	acetylputrescine deacetylase activity|acetylspermidine deacetylase activity|metal ion binding
P9WKD2	blaC	KW-0378	Hydrolase	GO:0008800	beta-lactamase activity
Q58FG1	HSP90AA4P	KW-0143	Chaperone	GO:0005524|GO:0051082	ATP binding|unfolded protein binding
Q3SYC2	MOGAT2	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0003846|GO:0016407	2-acylglycerol O-acyltransferase activity|acetyltransferase activity
P07147	Tyrp1	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0046872|GO:0004497|GO:0046982|GO:0042803	metal ion binding|monooxygenase activity|protein heterodimerization activity|protein homodimerization activity
P39877	PLA2G5	KW-0378	Hydrolase	GO:0047498|GO:0005509|GO:0008201|GO:0004623|GO:0102567|GO:0102568	calcium-dependent phospholipase A2 activity|calcium ion binding|heparin binding|phospholipase A2 activity|phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)|phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)
P12104	FABP2			GO:0005504|GO:0036041	fatty acid binding|long-chain fatty acid binding
P9WFF6	uppS	KW-0808	Transferase	GO:0046872|GO:0016765	metal ion binding|transferase activity, transferring alkyl or aryl (other than methyl) groups
P9WJ60	MT3488	KW-0378	Hydrolase	GO:0016787|GO:0016765	hydrolase activity|transferase activity, transferring alkyl or aryl (other than methyl) groups
Q7U0P8	BQ2027_MB1115	KW-0808	Transferase	GO:0046872|GO:0033850	metal ion binding|Z-farnesyl diphosphate synthase activity
Q61206	Pafah1b2	KW-0378	Hydrolase	GO:0003847|GO:0047179|GO:0046982|GO:0042803	1-alkyl-2-acetylglycerophosphocholine esterase activity|platelet-activating factor acetyltransferase activity|protein heterodimerization activity|protein homodimerization activity
O95931	CBX7	KW-0156|KW-0678	Chromatin regulator|Repressor		
O43189	PHF1	KW-0156|KW-0678	Chromatin regulator|Repressor	GO:0003682|GO:0003700|GO:0046872|GO:0035064	chromatin binding|DNA-binding transcription factor activity|metal ion binding|methylated histone binding
Q5T6S3	PHF19	KW-0156|KW-0678	Chromatin regulator|Repressor	GO:0046872|GO:0035064	metal ion binding|methylated histone binding
Q9BUL5	PHF23			GO:0003682|GO:0046872	chromatin binding|metal ion binding
Q96T88	UHRF1	KW-0156|KW-0238|KW-0678|KW-0808	Chromatin regulator|DNA-binding|Repressor|Transferase	GO:0003700|GO:0044729|GO:0042393|GO:0042802|GO:0035064|GO:0008327|GO:0031493|GO:0000987|GO:0061630|GO:0004842|GO:0008270	DNA-binding transcription factor activity|hemi-methylated DNA-binding|histone binding|identical protein binding|methylated histone binding|methyl-CpG binding|nucleosomal histone binding|proximal promoter sequence-specific DNA binding|ubiquitin protein ligase activity|ubiquitin-protein transferase activity|zinc ion binding
Q05BQ5	MBTD1	KW-0156	Chromatin regulator	GO:0035064|GO:0008270	methylated histone binding|zinc ion binding
Q96JM7	L3MBTL3	KW-0156	Chromatin regulator	GO:0003700|GO:0008270	DNA-binding transcription factor activity|zinc ion binding
Q13363	CTBP1	KW-0560|KW-0678	Oxidoreductase|Repressor	GO:0003700|GO:0030267|GO:0016618|GO:0042802|GO:0051287|GO:0008022|GO:0019904|GO:0042803|GO:0070491|GO:0003714|GO:0008134	DNA-binding transcription factor activity|glyoxylate reductase (NADP) activity|hydroxypyruvate reductase activity|identical protein binding|NAD binding|protein C-terminus binding|protein domain specific binding|protein homodimerization activity|repressing transcription factor binding|transcription corepressor activity|transcription factor binding
P56545	CTBP2	KW-0560|KW-0678	Oxidoreductase|Repressor	GO:0003682|GO:0030267|GO:0016618|GO:0051287|GO:0044877|GO:0042803|GO:0019901|GO:0042974|GO:0003713|GO:0003714	chromatin binding|glyoxylate reductase (NADP) activity|hydroxypyruvate reductase activity|NAD binding|protein-containing complex binding|protein homodimerization activity|protein kinase binding|retinoic acid receptor binding|transcription coactivator activity|transcription corepressor activity
Q81WF0	pyrC	KW-0378	Hydrolase	GO:0004151|GO:0046872	dihydroorotase activity|metal ion binding
P23109	AMPD1	KW-0378	Hydrolase	GO:0003876|GO:0046872|GO:0032036	AMP deaminase activity|metal ion binding|myosin heavy chain binding
P10759	Ampd1	KW-0378	Hydrolase	GO:0003876|GO:0046872|GO:0032036	AMP deaminase activity|metal ion binding|myosin heavy chain binding
Q3V1D3	Ampd1	KW-0378	Hydrolase	GO:0003876|GO:0046872|GO:0032036	AMP deaminase activity|metal ion binding|myosin heavy chain binding
Q01433	AMPD2	KW-0378	Hydrolase	GO:0003876|GO:0046872	AMP deaminase activity|metal ion binding
Q02356	Ampd2	KW-0378	Hydrolase	GO:0003876|GO:0046872	AMP deaminase activity|metal ion binding
Q01432	AMPD3	KW-0378	Hydrolase	GO:0003876|GO:0046872	AMP deaminase activity|metal ion binding
O09178	Ampd3	KW-0378	Hydrolase	GO:0003876|GO:0046872	AMP deaminase activity|metal ion binding
Q63844	Mapk3	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0042802|GO:0004707|GO:0004708|GO:0019902|GO:0001784|GO:0004672|GO:0004674|GO:0097110	ATP binding|identical protein binding|MAP kinase activity|MAP kinase kinase activity|phosphatase binding|phosphotyrosine residue binding|protein kinase activity|protein serine/threonine kinase activity|scaffold protein binding
P10632	CYP2C8	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0008392|GO:0070330|GO:0034875|GO:0101020|GO:0020037|GO:0005506|GO:0004497	arachidonic acid epoxygenase activity|aromatase activity|caffeine oxidase activity|estrogen 16-alpha-hydroxylase activity|heme binding|iron ion binding|monooxygenase activity
Q13822	ENPP2	KW-0378	Hydrolase	GO:0047391|GO:0005509|GO:0016787|GO:0004622|GO:0003676|GO:0004551|GO:0004528|GO:0030247|GO:0005044|GO:0008134|GO:0008270	alkylglycerophosphoethanolamine phosphodiesterase activity|calcium ion binding|hydrolase activity|lysophospholipase activity|nucleic acid binding|nucleotide diphosphatase activity|phosphodiesterase I activity|polysaccharide binding|scavenger receptor activity|transcription factor binding|zinc ion binding
P08592	App	KW-0358|KW-0646|KW-0722	Heparin-binding|Protease inhibitor|Serine protease inhibitor	GO:0003677|GO:0019899|GO:0070851|GO:0008201|GO:0042802|GO:0016504|GO:0051425|GO:0004867|GO:0046914	DNA binding|enzyme binding|growth factor receptor binding|heparin binding|identical protein binding|peptidase activator activity|PTB domain binding|serine-type endopeptidase inhibitor activity|transition metal ion binding
Q13490	BIRC2	KW-0010|KW-0808	Activator|Transferase	GO:0051087|GO:0043027|GO:0098770|GO:0042802|GO:0047485|GO:0003713|GO:0016740|GO:0043130|GO:0004842|GO:0008270	chaperone binding|cysteine-type endopeptidase inhibitor activity involved in apoptotic process|FBXO family protein binding|identical protein binding|protein N-terminus binding|transcription coactivator activity|transferase activity|ubiquitin binding|ubiquitin-protein transferase activity|zinc ion binding
Q16881	TXNRD1	KW-0560	Oxidoreductase	GO:0009055|GO:0050660|GO:0098626|GO:0098625|GO:0015035|GO:0004791	electron transfer activity|flavin adenine dinucleotide binding|methylseleninic acid reductase activity|methylselenol reductase activity|protein disulfide oxidoreductase activity|thioredoxin-disulfide reductase activity
A4D1B5	GSAP			GO:0001540	amyloid-beta binding
Q99558	MAP3K14	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0016301|GO:0004709|GO:0004704|GO:0004672|GO:0004674	ATP binding|kinase activity|MAP kinase kinase kinase activity|NF-kappaB-inducing kinase activity|protein kinase activity|protein serine/threonine kinase activity
Q12908	SLC10A2			GO:0008508	bile acid:sodium symporter activity
Q64663	P2rx7	KW-0407|KW-1071|KW-0675	Ion channel|Ligand-gated ion channel|Receptor	GO:0005524|GO:0015267|GO:0005507|GO:0004931|GO:0000287|GO:0043539|GO:0001614|GO:0097110|GO:0005102|GO:0008270	ATP binding|channel activity|copper ion binding|extracellularly ATP-gated cation channel activity|magnesium ion binding|protein serine/threonine kinase activator activity|purinergic nucleotide receptor activity|scaffold protein binding|signaling receptor binding|zinc ion binding
P30968	GNRHR	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004968|GO:0042277	gonadotropin-releasing hormone receptor activity|peptide binding
Q9Y478	PRKAB1			GO:0004679|GO:0004672|GO:0019901	AMP-activated protein kinase activity|protein kinase activity|protein kinase binding
Q15118	PDK1	KW-0418|KW-0808	Kinase|Transferase	GO:0005524|GO:0004672|GO:0004740	ATP binding|protein kinase activity|pyruvate dehydrogenase (acetyl-transferring) kinase activity
Q92851	CASP10	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004197|GO:0097199|GO:0097200|GO:0035877|GO:0031625	cysteine-type endopeptidase activity|cysteine-type endopeptidase activity involved in apoptotic signaling pathway|cysteine-type endopeptidase activity involved in execution phase of apoptosis|death effector domain binding|ubiquitin protein ligase binding
O75762	TRPA1	KW-0407	Ion channel	GO:0005262|GO:0015278|GO:0015267|GO:0042802|GO:0097604	calcium channel activity|calcium-release channel activity|channel activity|identical protein binding|temperature-gated cation channel activity
Q99835	SMO	KW-0217|KW-0297|KW-0675|KW-0807	Developmental protein|G-protein coupled receptor|Receptor|Transducer	GO:0008144|GO:0004930|GO:0005113|GO:0017147	drug binding|G-protein coupled receptor activity|patched binding|Wnt-protein binding
P05804	uidA	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0004566|GO:0042802	beta-glucuronidase activity|identical protein binding
P04746	AMY2A	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0004556|GO:0103025|GO:0005509|GO:0031404	alpha-amylase activity|alpha-amylase activity (releasing maltohexaose)|calcium ion binding|chloride ion binding
Q48481	rfbD	KW-0413	Isomerase	GO:0008767	UDP-galactopyranose mutase activity
Q9H2K2	TNKS2	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0019899|GO:0046872|GO:0003950	enzyme binding|metal ion binding|NAD+ ADP-ribosyltransferase activity
O95271	TNKS	KW-0328|KW-0808	Glycosyltransferase|Transferase	GO:0042393|GO:0003950|GO:0008270	histone binding|NAD+ ADP-ribosyltransferase activity|zinc ion binding
O15527	OGG1	KW-0326|KW-0378|KW-0456|KW-0511	Glycosidase|Hydrolase|Lyase|Multifunctional enzyme	GO:0034039|GO:0140078|GO:0003684|GO:0019104|GO:0004519|GO:0008017|GO:0032357|GO:0008534	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity|class I DNA-(apurinic or apyrimidinic site) endonuclease activity|damaged DNA binding|DNA N-glycosylase activity|endonuclease activity|microtubule binding|oxidized purine DNA binding|oxidized purine nucleobase lesion DNA N-glycosylase activity
P51617	IRAK1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0031072|GO:0016301|GO:0004704|GO:0046982|GO:0042803|GO:0004672|GO:0004674	ATP binding|heat shock protein binding|kinase activity|NF-kappaB-inducing kinase activity|protein heterodimerization activity|protein homodimerization activity|protein kinase activity|protein serine/threonine kinase activity
P42229	STAT5A	KW-0010|KW-0238	Activator|DNA-binding	GO:0003677|GO:0003700|GO:0004713|GO:0000981	DNA binding|DNA-binding transcription factor activity|protein tyrosine kinase activity|RNA polymerase II transcription factor activity, sequence-specific DNA binding
P51692	STAT5B	KW-0010|KW-0238	Activator|DNA-binding	GO:0003682|GO:0003700|GO:0035259|GO:0046983|GO:0004713|GO:0000978|GO:0000981|GO:0001077	chromatin binding|DNA-binding transcription factor activity|glucocorticoid receptor binding|protein dimerization activity|protein tyrosine kinase activity|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding
P46116	aarA	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0004252|GO:0008236	serine-type endopeptidase activity|serine-type peptidase activity
P09391	glpG	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0004175|GO:0042802|GO:0004252	endopeptidase activity|identical protein binding|serine-type endopeptidase activity
Q8VC82	Rhbdl1	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0004252	serine-type endopeptidase activity
P58873	Rhbdl3	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0005509|GO:0004252	calcium ion binding|serine-type endopeptidase activity
Q9JL18	Bace2	KW-0064|KW-0378|KW-0645	Aspartyl protease|Hydrolase|Protease	GO:0001540|GO:0004190	amyloid-beta binding|aspartic-type endopeptidase activity
P56818	Bace1	KW-0064|KW-0378|KW-0645	Aspartyl protease|Hydrolase|Protease	GO:0001540|GO:0004190|GO:0004175|GO:0019899|GO:0008233	amyloid-beta binding|aspartic-type endopeptidase activity|endopeptidase activity|enzyme binding|peptidase activity
Q9HCR9	PDE11A	KW-0021|KW-0378	Allosteric enzyme|Hydrolase	GO:0004115|GO:0047555|GO:0004114|GO:0030553|GO:0004118|GO:0004112|GO:0046872	3',5'-cyclic-AMP phosphodiesterase activity|3',5'-cyclic-GMP phosphodiesterase activity|3',5'-cyclic-nucleotide phosphodiesterase activity|cGMP binding|cGMP-stimulated cyclic-nucleotide phosphodiesterase activity|cyclic-nucleotide phosphodiesterase activity|metal ion binding
P49682	CXCR3	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0019956|GO:0004950|GO:0019958|GO:0016494|GO:0038023	chemokine binding|chemokine receptor activity|C-X-C chemokine binding|C-X-C chemokine receptor activity|signaling receptor activity
P36025	YOR062C			GO:0019888	protein phosphatase regulator activity
Q9UGN5	PARP2	KW-0238|KW-0328|KW-0808	DNA-binding|Glycosyltransferase|Transferase	GO:0003677|GO:0003910|GO:0003950|GO:1990404	DNA binding|DNA ligase (ATP) activity|NAD+ ADP-ribosyltransferase activity|protein ADP-ribosylase activity
P16473	TSHR	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0008528|GO:0044877|GO:0038023|GO:0004996	G-protein coupled peptide receptor activity|protein-containing complex binding|signaling receptor activity|thyroid-stimulating hormone receptor activity
Q8NHM5	KDM2B	KW-0156|KW-0223|KW-0560|KW-0678|KW-0694|KW-0699	Chromatin regulator|Dioxygenase|Oxidoreductase|Repressor|RNA-binding|rRNA-binding	GO:0003677|GO:0032452|GO:0051864|GO:0000978|GO:0019843|GO:0008270	DNA binding|histone demethylase activity|histone demethylase activity (H3-K36 specific)|RNA polymerase II proximal promoter sequence-specific DNA binding|rRNA binding|zinc ion binding
